# Assembly Part List incl. Component Properties
#
# Date = 2020/06/05 10:01:49
# Job Name =C:\CAx\Prj\ZUKEN\41538289_AB_ADC418AI12\job\PNL\Panel01\Panel.mdgn
# Units = millimeters
# Decimal Digits =3
#
# PCB/PNL Type;Offset-X;Offset-Y;Rotation
#
# NA;0.000;0.000;0.000
# board1;0.000;0.000;0.000
#
#
# Reference;Part_Name;Value;Tolerance;Pos_Tolerance;Neg_Tolerance;Geometry;Rated_Voltage;Technology;Placement_Side;Rotation;Position-X;Positon-Y;Pin_Count;Component_Height_on_Placement_Side;Part_Families;Mounting_Type;Footprint_Specification;Package_Type;Function_Code;EMC_Code;Board# on Panel;Part_Name_SV;Part_Name_CAS;Exclude_from_SAP_BOM;Multipitch_Pair;
R22002;A2C40011959;18;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;270.000;105.325;64.625;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;9242000121000;9242000121000;NA;NA;
R22003;A2C40011959;18;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;270.000;108.450;64.625;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;9242000121000;9242000121000;NA;NA;
R22004;A2C40011959;18;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;270.000;109.500;64.600;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;9242000121000;9242000121000;NA;NA;
R22005;A2C40011959;18;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;270.000;106.350;64.625;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;9242000121000;9242000121000;NA;NA;
R22006;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;0.000;102.825;31.600;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22007;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;270.000;107.875;39.850;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22008;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;180.000;104.675;42.250;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22009;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;180.000;98.775;42.450;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22010;A2C03070700;330;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;90.000;91.575;10.375;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;COM_ETH_AFE_1000BASET1;NO;board1;A2C0307070000;A2C0307070000;NA;NA;
R22011;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;180.000;98.775;38.250;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22012;A2C40002258;499;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;270.000;102.750;27.100;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C4000225800;A2C4000225800;NA;NA;
R22013;A2C02363000;47;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;180.000;103.100;50.200;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0236300000;A2C0236300000;NA;NA;
R22014;A2C04224200;50m;NA;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;0.000;129.375;55.425;2;0.400;Jumper;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0422420000;A2C0422420000;NA;NA;
R22015;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;180.000;98.775;39.300;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22016;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;180.000;98.775;41.400;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22017;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;180.000;98.775;40.350;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22018;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;180.000;126.700;56.475;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22019;A2C02363000;47;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;180.000;103.100;53.800;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0236300000;A2C0236300000;NA;NA;
R22020;A2C02363000;47;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;180.000;103.100;54.850;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0236300000;A2C0236300000;NA;NA;
R22021;A2C02363000;47;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;0.000;103.100;52.000;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0236300000;A2C0236300000;NA;NA;
R22022;A2C02363100;49.900002;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;270.000;114.425;51.550;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0236310000;A2C0236310000;NA;NA;
R22023;A2C02363100;49.900002;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;270.000;115.475;51.550;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0236310000;A2C0236310000;NA;NA;
R22024;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;270.000;103.775;27.100;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22025;A2C40003480;24k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;270.000;125.475;46.050;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C4000348000;A2C4000348000;NA;NA;
R22026;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;90.000;119.525;27.100;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22027;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;180.000;102.175;46.700;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22028;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;270.000;110.175;39.775;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22029;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;90.000;117.425;32.100;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22030;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;90.000;112.175;32.100;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22031;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;90.000;113.225;32.100;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22032;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;90.000;114.275;32.100;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22033;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;90.000;115.325;32.100;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22034;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;90.000;116.375;32.100;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22035;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;0.000;105.875;63.275;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22036;A2C04219700;1k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;0.000;104.450;62.325;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421970000;A2C0421970000;NA;NA;
R22037;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;0.000;107.975;63.275;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22038;A2C04219700;1k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;180.000;107.875;62.325;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421970000;A2C0421970000;NA;NA;
R22039;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;90.000;106.925;32.100;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22040;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;90.000;117.425;27.100;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22041;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;90.000;112.175;27.100;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22042;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;90.000;113.225;27.100;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22043;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;90.000;114.275;27.100;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22044;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;90.000;115.325;27.100;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22045;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;90.000;116.375;27.100;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22046;A2C04219700;1k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;270.000;106.350;57.775;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421970000;A2C0421970000;NA;NA;
R22047;A2C04219700;1k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;270.000;105.325;57.775;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421970000;A2C0421970000;NA;NA;
R22048;A2C04219700;1k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;270.000;108.450;57.775;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421970000;A2C0421970000;NA;NA;
R22049;A2C04219700;1k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;270.000;107.400;57.775;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421970000;A2C0421970000;NA;NA;
R22050;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;90.000;106.925;27.100;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22051;A2C04219700;1k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;315.000;112.639;61.936;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421970000;A2C0421970000;NA;NA;
R22052;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;180.000;97.400;32.100;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22053;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;90.000;102.350;30.250;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22054;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;0.000;97.400;31.100;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22055;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;90.000;105.875;32.100;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22056;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;90.000;104.825;32.100;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22057;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;270.000;105.875;27.100;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22058;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;270.000;104.825;27.100;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22060;A2C04224200;50m;NA;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;180.000;129.375;54.500;2;0.400;Jumper;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0422420000;A2C0422420000;NA;NA;
R22061;A2C04224200;50m;NA;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;0.000;124.800;56.475;2;0.400;Jumper;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0422420000;A2C0422420000;NA;NA;
R22062;A2C02592000;22;5%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;270.000;112.650;64.600;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0259200000;A2C0259200000;NA;NA;
R22063;A2C03319200;1k;0.5%;NA;NA;0805_075_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;180.000;57.800;-2.950;2;0.750;Resistor Linear;SURFACE;ReflowReflow;CHIP;COM_ETH_AFE_1000BASET1;NO;board1;A2C0331920000;A2C0331920000;NA;NA;
R22064;A2C02592000;22;5%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;270.000;116.650;64.600;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0259200000;A2C0259200000;NA;NA;
R22065;A2C02592000;22;5%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;270.000;111.650;64.600;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0259200000;A2C0259200000;NA;NA;
R22066;A2C02592000;22;5%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;270.000;113.650;64.600;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0259200000;A2C0259200000;NA;NA;
R22067;A2C02592000;22;5%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;270.000;115.650;64.600;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0259200000;A2C0259200000;NA;NA;
R22068;A2C02592000;22;5%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;270.000;114.650;64.600;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0259200000;A2C0259200000;NA;NA;
R22069;A2C04224200;50m;NA;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;180.000;100.550;33.900;2;0.400;Jumper;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0422420000;A2C0422420000;NA;NA;
R22070;A2C02363000;47;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;0.000;103.100;51.100;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0236300000;A2C0236300000;NA;NA;
R22071;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;180.000;102.175;47.700;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22072;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;180.000;102.175;49.700;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22073;A2C04226900;33;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;90.000;107.975;32.100;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0422690000;A2C0422690000;NA;NA;
R22074;A2C02363000;47;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;0.000;103.100;55.900;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0236300000;A2C0236300000;NA;NA;
R22075;A2C03319200;1k;0.5%;NA;NA;0805_075_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;180.000;57.800;-1.050;2;0.750;Resistor Linear;SURFACE;ReflowReflow;CHIP;COM_ETH_AFE_1000BASET1;NO;board1;A2C0331920000;A2C0331920000;NA;NA;
R22076;A2C04219500;100k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;180.000;60.425;-2.450;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;COM_ETH_AFE_1000BASET1;NO;board1;A2C0421950000;A2C0421950000;NA;NA;
R22077;A2C02592000;22;5%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;90.000;12.225;31.450;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;board1;A2C0259200000;A2C0259200000;NA;NA;
R22078;A2C02592000;22;5%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;90.000;14.400;31.450;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;board1;A2C0259200000;A2C0259200000;NA;NA;
R22079;A2C02592000;22;5%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;90.000;13.300;31.500;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;board1;A2C0259200000;A2C0259200000;NA;NA;
R22080;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;90.000;101.750;27.100;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22082;A2C04219700;1k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;270.000;111.675;57.775;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421970000;A2C0421970000;NA;NA;
R22083;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;0.000;103.100;52.900;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22084;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;270.000;102.625;48.625;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22085;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;90.000;108.225;55.700;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;MEM_FLASH_NOR_16Mbit;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22086;A2C04219700;1k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;270.000;114.650;57.775;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421970000;A2C0421970000;NA;NA;
R22087;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;90.000;113.600;57.775;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22088;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;0.000;104.675;41.200;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22089;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;0.000;104.675;40.150;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22090;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;0.000;104.675;38.050;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
R22091;A2C04219600;10k;1%;NA;NA;0402_04_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;0.000;104.675;39.100;2;0.400;Resistor Linear;SURFACE;ReflowReflow;CHIP;Com_ETH_SW_RTL9072AAD-V2;NO;board1;A2C0421960000;A2C0421960000;NA;NA;
